domain,history_url
www.inspectiamuncii.ro,https://web.archive.org/web/20161206013844/http://www.inspectiamuncii.ro:80/
www.meinpraktikum.de,https://web.archive.org/web/20161119052514/http://www.meinpraktikum.de:80/
www.idaplus.fr,https://web.archive.org/web/20161026232820/http://www.idaplus.fr/
www.christagoede.de,https://web.archive.org/web/20161223094929/http://www.christagoede.de/
www.gartenmode.de,https://web.archive.org/web/20161213170819/http://www.gartenmode.de:80/
www.solease.nl,https://web.archive.org/web/20161223210203/http://www.solease.nl/
www.totalexperience.ie,https://web.archive.org/web/20161215142352/http://www.totalexperience.ie/
www.megyeriszabolcskerteszete.hu,https://web.archive.org/web/20161202125131/http://www.megyeriszabolcskerteszete.hu/
www.energyvalley.nl,https://web.archive.org/web/20161221082101/http://www.energyvalley.nl/
www.dezijlen.nl,https://web.archive.org/web/20161129055239/http://www.dezijlen.nl:80/
www.martin-hirte.de,https://web.archive.org/web/20161110001358/http://www.martin-hirte.de/
www.dwars.be,https://web.archive.org/web/20161221155202/http://www.dwars.be/
www.belgianboatshow.be,https://web.archive.org/web/20161119165217/http://www.belgianboatshow.be:80/
www.kay-steeger.de,https://web.archive.org/web/20161124020332/http://www.kay-steeger.de/
www.dolores.es,https://web.archive.org/web/20161230090121/http://www.dolores.es/
www.cronacaflegrea.it,https://web.archive.org/web/20161119122417/http://www.cronacaflegrea.it:80/
www.villaoliva.it,https://web.archive.org/web/20161101143135/http://www.villaoliva.it:80/
www.urbancycle.fr,https://web.archive.org/web/20161113131342/http://www.urbancycle.fr:80/
www.artgeist.de,https://web.archive.org/web/20161207093531/http://www.artgeist.de:80/
www.ordinepsicologitoscana.it,https://web.archive.org/web/20161127211209/http://www.ordinepsicologitoscana.it:80/
www.cerp.hr,https://web.archive.org/web/20161027073806/http://www.cerp.hr/
www.giornaledellalibreria.it,https://web.archive.org/web/20161126015434/http://www.giornaledellalibreria.it:80/
www.planex-gmbh.de,https://web.archive.org/web/20161028172109/http://www.planex-gmbh.de/
www.huisvolkleur.nl,https://web.archive.org/web/20161011191613/http://www.huisvolkleur.nl/
www.cerus.fr,https://web.archive.org/web/20161209084109/http://www.cerus.fr:80/
www.editamedia.nl,https://web.archive.org/web/20161020053609/https://www.editamedia.nl/
www.hgm-press.de,https://web.archive.org/web/20161028172441/http://www.hgm-press.de/
www.turany.cz,https://web.archive.org/web/20161021172303/http://www.turany.cz:80/
www.majobaventure.fr,https://web.archive.org/web/20161118112619/http://www.majobaventure.fr:80/
www.flashscore.ro,https://web.archive.org/web/20161130060723/http://flashscore.ro:80/
www.wskarting.it,https://web.archive.org/web/20161222042126/http://www.wskarting.it:80/
www.turisturaj.cz,https://web.archive.org/web/20161124155609/http://www.turisturaj.cz:80/
www.ayto-nuevobaztan.es,https://web.archive.org/web/20161219202921/http://www.ayto-nuevobaztan.es:80/
www.hssonsskafferi.se,https://web.archive.org/web/20161027234534/http://www.hssonsskafferi.se:80/
www.tvguru.cz,https://web.archive.org/web/20161223124914/http://tvguru.cz:80/
www.bestwestern.fi,https://web.archive.org/web/20161205014050/http://www.bestwestern.fi:80/?
www.golflaedchen.de,https://web.archive.org/web/20161202224539/http://www.golflaedchen.de/
www.10righedailibri.it,https://web.archive.org/web/20161229031049/http://www.10righedailibri.it:80/
www.se.dk,https://web.archive.org/web/20161224004842/http://www.se.dk:80/
www.aryz.es,https://web.archive.org/web/20161219214830/http://www.aryz.es:80/
www.mdue.it,https://web.archive.org/web/20161221030214/http://www.mdue.it:80/
www.citim.de,https://web.archive.org/web/20161129003516/http://www.citim.de/
www.spex.de,https://web.archive.org/web/20161222225446/http://spex.de/
www.beleefdelente.nl,https://web.archive.org/web/20161023205718/http://www.beleefdelente.nl/
www.eglisedumusee.be,https://web.archive.org/web/20161111050828/http://www.eglisedumusee.be:80/
www.liberolibro.it,https://web.archive.org/web/20160312211940/http://liberolibro.it/
www.freeride-experience.at,https://web.archive.org/web/20161030011814/http://www.freeride-experience.at:80/
www.desiredupas.be,https://web.archive.org/web/20161029195559/http://www.desiredupas.be/
www.corsonetwerk.nl,https://web.archive.org/web/20161115103909/http://www.corsonetwerk.nl:80/
www.webinarpro.it,https://web.archive.org/web/20161031170724/http://www.webinarpro.it/
www.rechtsanwalts-kanzlei-wolfratshausen.de,https://web.archive.org/web/20161215032821/http://www.rechtsanwalts-kanzlei-wolfratshausen.de:80/
www.fchb.es,https://web.archive.org/web/20161010175959/http://www.fchb.es/
www.fidula.de,https://web.archive.org/web/20161124134331/http://www.fidula.de:80/
www.schwarzwaldimpressionen.de,https://web.archive.org/web/20161112214030/http://www.schwarzwaldimpressionen.de:80/
www.skcb.cz,https://web.archive.org/web/20161231110322/http://www.skcb.cz/
www.olbia.it,https://web.archive.org/web/20161120004910/http://www.olbia.it:80/
www.anuac.it,https://web.archive.org/web/20161031141948/http://www.anuac.it:80/?
www.eurovaistine.lt,https://web.archive.org/web/20161220052122/http://www.eurovaistine.lt/
www.biojack.fi,https://web.archive.org/web/20161014081314/http://www.biojack.fi/
www.scannet.dk,https://web.archive.org/web/20161119164948/http://www.scannet.dk:80/
www.istlokal.de,https://web.archive.org/web/20161202013521/http://www.istlokal.de/
www.innocent.fr,https://web.archive.org/web/20161119182617/http://www.innocent.fr:80/
www.thetwelvehotel.ie,https://web.archive.org/web/20161209235622/http://www.thetwelvehotel.ie:80/
www.quechoisirmarseille.fr,https://web.archive.org/web/20161031070422/http://www.quechoisirmarseille.fr/
www.principia.pt,https://web.archive.org/web/20161219101653/http://www.principia.pt/
www.appelkusten.se,https://web.archive.org/web/20161024004258/http://www.appelkusten.se/
www.totheater.nl,https://web.archive.org/web/20161103043019/http://www.totheater.nl/
www.werkzeugforum.de,https://web.archive.org/web/20161229224350/http://www.werkzeugforum.de:80/
www.mmm-messe.de,https://web.archive.org/web/20161228110843/https://www.mmm-messe.de/
www.bit.pt,https://web.archive.org/web/20161206022029/http://www.bit.pt/
www.gedebe.it,https://web.archive.org/web/20161204073322/http://www.gedebe.it:80/
www.marington.nl,https://web.archive.org/web/20161221035743/https://www.marington.nl/
www.mrpizza.pt,https://web.archive.org/web/20161211071139/http://www.mrpizza.pt:80/
www.enaco.fr,https://web.archive.org/web/20161126181813/http://www.enaco.fr:80/
www.piercarlomeinero.it,https://web.archive.org/web/20161231074446/http://www.piercarlomeinero.it:80/
www.vidi.hr,https://web.archive.org/web/20161222103456/http://vidi.hr
www.bad-sachsa.de,https://web.archive.org/web/20161224184352/http://www.bad-sachsa.de:80/
www.smg.hu,https://web.archive.org/web/20160331223312/http://www.smg.hu/
www.bricocenter.it,https://web.archive.org/web/20161118225335/http://www.bricocenter.it:80/
www.autoblog.pt,https://web.archive.org/web/20161120140530/http://www.autoblog.pt:80/
www.fcjuventus.cz,https://web.archive.org/web/20161208185102/http://www.fcjuventus.cz:80/
www.lalungavitaterapie.it,https://web.archive.org/web/20161102062329/http://www.lalungavitaterapie.it/
www.hendrik-unger.de,https://web.archive.org/web/20161025070816/http://www.hendrik-unger.de/
www.museialtovicentino.it,https://web.archive.org/web/20161025145920/http://www.museialtovicentino.it:80/
www.party-spezial.de,https://web.archive.org/web/20161223193207/http://www.party-spezial.de:80/
www.fk-shop.de,https://web.archive.org/web/20161213092623/https://www.fk-shop.de/
www.zyciepw.pl,https://web.archive.org/web/20161105090204/https://www.zyciepw.pl/
www.landstedembo.nl,https://web.archive.org/web/20161220102851/http://www.landstedembo.nl/
www.atlantistv.fr,https://web.archive.org/web/20161011043046/http://www.atlantistv.fr/
www.buecher.at,https://web.archive.org/web/20161202115718/http://www.buecher.at/
www.vaken.se,https://web.archive.org/web/20161216082444/http://www.vaken.se:80/?
www.svantebath.se,https://web.archive.org/web/20161009081141/http://www.svantebath.se/
www.elbe-erlebnistoerns.de,https://web.archive.org/web/20161204182655/http://www.elbe-erlebnistoerns.de:80/
www.saruv.at,https://web.archive.org/web/20161028110821/http://www.saruv.at/
www.medienlb.de,https://web.archive.org/web/20161031093336/http://www.medienlb.de/
www.innova.uniovi.es,https://web.archive.org/web/20161122023339/http://www.innova.uniovi.es:80/
www.villadeifioriacerra.it,https://web.archive.org/web/20161224083615/http://www.villadeifioriacerra.it:80/
www.oradesibiu.ro,https://web.archive.org/web/20161229075500/http://www.oradesibiu.ro/
www.logistiek.be,https://web.archive.org/web/20161027054853/http://www.logistiek.be:80/?
www.russischeskulturinstitut.at,https://web.archive.org/web/20161206011734/http://russischeskulturinstitut.at:80/
www.dihe.fr,https://web.archive.org/web/20161202222358/http://www.dihe.fr/
www.njur.se,https://web.archive.org/web/20161102063028/http://www.njur.se:80/
www.symphonicainrosso.nl,https://web.archive.org/web/20161226194635/http://www.symphonicainrosso.nl:80/
www.ledemocratedebergerac.fr,https://web.archive.org/web/20161203193506/http://www.ledemocratedebergerac.fr:80/
www.digitalscore.lv,https://web.archive.org/web/20161119041103/http://www.digitalscore.lv:80/
www.thassos.gr,https://web.archive.org/web/20161122193520/http://www.thassos.gr/
www.3dis.de,https://web.archive.org/web/20161012234712/http://www.3dis.de/
www.agenziaareanolana.it,https://web.archive.org/web/20161114201835/http://www.agenziaareanolana.it:80/
www.curarsialnaturale.it,https://web.archive.org/web/20161208020540/http://www.curarsialnaturale.it:80/
www.nt-archive.gr,https://web.archive.org/web/20161216051730/http://www.nt-archive.gr:80/
www.gosports.at,https://web.archive.org/web/20161115080137/http://www.gosports.at:80/
www.sigg.fr,https://web.archive.org/web/20161116194218/http://sigg.fr/
www.snapbacks.cz,https://web.archive.org/web/20161206234250/http://www.snapbacks.cz:80/
www.wimereux-tourisme.fr,https://web.archive.org/web/20161111064929/http://www.wimereux-tourisme.fr:80/
www.procad.ie,https://web.archive.org/web/20161113104838/http://www.procad.ie:80/?
www.livenet.it,https://web.archive.org/web/20161126092802/http://www.livenet.it:80/?
www.orientseditions.fr,https://web.archive.org/web/20161023152236/http://www.orientseditions.fr:80/
www.ifz.de,https://web.archive.org/web/20161218005609/http://ifz.de:80/
www.anbuermans.be,https://web.archive.org/web/20161110052354/http://www.anbuermans.be/
www.senior.pl,https://web.archive.org/web/20161129172656/http://www.senior.pl:80/
www.belgiqueloisirs.be,https://web.archive.org/web/20161217010424/http://www.belgiqueloisirs.be:80/?
www.acsm-agam.it,https://web.archive.org/web/20161205191410/http://www.acsm-agam.it:80/
www.zago.se,https://web.archive.org/web/20161114115843/http://www.zago.se:80/
www.lindtchocoladenclub.de,https://web.archive.org/web/20161203042518/https://www.lindtchocoladenclub.de/
www.i-n-d-e-x.de,https://web.archive.org/web/20161227223357/http://i-n-d-e-x.de:80/
www.psuep.pl,https://web.archive.org/web/20161005130324/http://psuep.pl/
www.amazighs.fr,https://web.archive.org/web/20161119162845/http://www.amazighs.fr:80/
www.bigpixel.nl,https://web.archive.org/web/20161202125620/http://www.bigpixel.nl/
www.mezis.de,https://web.archive.org/web/20161216162945/http://www.mezis.de
www.jarlsandin.se,https://web.archive.org/web/20161221230624/http://www.jarlsandin.se:80/
www.reporter.si,https://web.archive.org/web/20161222063359/http://reporter.si/
www.ville-mimizan.fr,https://web.archive.org/web/20161022104041/http://www.ville-mimizan.fr:80/
www.rda.de,https://web.archive.org/web/20161127090425/http://www.rda.de/
www.sinews.es,https://web.archive.org/web/20161104171932/http://www.sinews.es/
www.viljaforlag.se,https://web.archive.org/web/20161216185434/http://www.viljaforlag.se:80/
www.leoniblog.it,https://web.archive.org/web/20161124213841/https://www.leoniblog.it/
www.obecpodoli.cz,https://web.archive.org/web/20161226134830/http://www.obecpodoli.cz:80/
www.pxl.be,https://web.archive.org/web/20161226104107/http://www.pxl.be/
www.haydngesellschaft.at,https://web.archive.org/web/20161129024634/http://www.haydngesellschaft.at/
www.erdon.ro,https://web.archive.org/web/20161022214624/http://www.erdon.ro/
www.allergia.se,https://web.archive.org/web/20161118030418/http://www.allergia.se:80/
www.jumbo-shop.de,https://web.archive.org/web/20161127174710/http://www.jumbo-shop.de:80/
www.bionade.de,https://web.archive.org/web/20161125073317/http://www.bionade.de/
www.mai-nrw.de,https://web.archive.org/web/20161216074223/http://www.mai-nrw.de:80/
www.fbrm.es,https://web.archive.org/web/20161217104417/http://www.fbrm.es:80/?
www.zorggroep-almere.nl,https://web.archive.org/web/20161226034109/http://zorggroep-almere.nl/
www.0-100.it,https://web.archive.org/web/20161110225445/http://www.0-100.it/
www.schminkwebshop.nl,https://web.archive.org/web/20161023085446/http://www.schminkwebshop.nl/
www.aras.at,https://web.archive.org/web/20161215054447/http://www.aras.at:80/
www.monferran-saves.fr,https://web.archive.org/web/20161227164421/http://www.monferran-saves.fr/
www.expert-technomarkt.de,https://web.archive.org/web/20161202101250/https://www.expert-technomarkt.de/
www.eikyo.es,https://web.archive.org/web/20161209215326/http://www.eikyo.es/
www.teufelskicker.de,https://web.archive.org/web/20161025065208/https://teufelskicker.de/
www.benifallim.es,https://web.archive.org/web/20161001235104/http://benifallim.es/
www.hcsinteractief.nl,https://web.archive.org/web/20161017192614/http://www.hcsinteractief.nl/
www.kanzlei-siebert.de,https://web.archive.org/web/20161028014303/http://www.kanzlei-siebert.de/
www.gotastudentkar.se,https://web.archive.org/web/20161101165641/http://www.gotastudentkar.se:80/
www.alfapizza.it,https://web.archive.org/web/20161119203627/http://www.alfapizza.it:80/
www.hethelewestland.nl,https://web.archive.org/web/20161202164432/http://www.hethelewestland.nl/
www.radio1.se,https://web.archive.org/web/20161215134822/http://www.radio1.se/
www.fondazionepapagiovannixxiii.it,https://web.archive.org/web/20160528224528/http://www.fondazionepapagiovannixxiii.it/
www.lavande-valensole.fr,https://web.archive.org/web/20161218165012/http://www.lavande-valensole.fr:80/
www.omniasig.ro,https://web.archive.org/web/20161227084514/http://omniasig.ro
www.lfsh.de,https://web.archive.org/web/20161004184547/http://lfsh.de/
www.promiseland.it,https://web.archive.org/web/20161224003033/http://www.promiseland.it/
www.schutterijsmv.be,https://web.archive.org/web/20161109002747/http://www.schutterijsmv.be/
www.radiogalaxie.fr,https://web.archive.org/web/20161104071008/http://www.radiogalaxie.fr/
www.paradies-ruegen.de,https://web.archive.org/web/20161201050443/http://www.paradies-ruegen.de/
www.king-of-sports.de,https://web.archive.org/web/20161213163630/http://www.king-of-sports.de:80/?
www.rissc.it,https://web.archive.org/web/20161207182157/http://www.rissc.it:80/
www.rainfall.ro,https://web.archive.org/web/20161223015355/https://www.rainfall.ro/
www.giovannichetta.it,https://web.archive.org/web/20161221140730/http://www.giovannichetta.it:80/
www.hangmatdagboek.be,https://web.archive.org/web/20161202145638/http://www.hangmatdagboek.be/
www.droit-au-coeur.fr,https://web.archive.org/web/20161005002601/http://droit-au-coeur.fr/
www.tvsvizzera.it,https://web.archive.org/web/20161231071704/http://www.tvsvizzera.it/
www.optirelax.de,https://web.archive.org/web/20161218033632/http://www.optirelax.de:80/?
www.bureauveritas.es,https://web.archive.org/web/20161120012647/http://www.bureauveritas.es:80/
www.edoardoagresti.it,https://web.archive.org/web/20161214045506/http://www.edoardoagresti.it:80/
www.skogsmuseet.se,https://web.archive.org/web/20161202154907/http://skogsmuseet.se/
www.yoga-kurs-blog.de,https://web.archive.org/web/20161108110744/http://www.yoga-kurs-blog.de/
www.zivotnacestach.cz,https://web.archive.org/web/20161031130357/http://www.zivotnacestach.cz/
www.janssenpers.nl,https://web.archive.org/web/20161118005021/http://www.janssenpers.nl:80/
www.musica-spirito.it,https://web.archive.org/web/20161127004709/http://www.musica-spirito.it:80/
www.dekokado.nl,https://web.archive.org/web/20161220100437/https://www.dekokado.nl/
www.armoniaradio.gr,https://web.archive.org/web/20161222213109/http://www.armoniaradio.gr/
www.electrogen.fr,https://web.archive.org/web/20161223041024/https://www.electrogen.fr/
www.aktionsfinder.at,https://web.archive.org/web/20161218035910/http://www.aktionsfinder.at:80/
www.egear.be,https://web.archive.org/web/20161206034901/http://www.egear.be:80/
www.am-dessous.de,https://web.archive.org/web/20161210152337/http://www.am-dessous.de:80/
www.nasepraha9.cz,https://web.archive.org/web/20161022032801/http://www.nasepraha9.cz:80/
www.fadiese.fr,https://web.archive.org/web/20161019065236/http://www.fadiese.fr/
www.lalqueriadasnar.es,https://web.archive.org/web/20160515193844/http://www.lalqueriadasnar.es:80/
www.newmoney.gr,https://web.archive.org/web/20161222055805/http://newmoney.gr/
www.orangutan.de,https://web.archive.org/web/20161202155702/http://www.orangutan.de/
www.heuser-koeln.de,https://web.archive.org/web/20161005154428/http://heuser-koeln.de/
www.petiteamelie.fr,https://web.archive.org/web/20161113161258/http://www.petiteamelie.fr:80/
www.uniserver.nl,https://web.archive.org/web/20161203014210/https://uniserver.nl/
www.nhg.nl,https://web.archive.org/web/20161229015116/https://www.nhg.nl/
www.lepetittom.nl,https://web.archive.org/web/20161211215152/http://www.lepetittom.nl:80/
www.uddevallaenergi.se,https://web.archive.org/web/20161202235614/http://www.uddevallaenergi.se/
www.safeshops.be,https://web.archive.org/web/20161221234611/http://safeshops.be:80/
www.decin.cz,https://web.archive.org/web/20161104134733/http://www.decin.cz:80/
www.hydas.de,https://web.archive.org/web/20161218235936/http://www.hydas.de:80/
www.excellernen.de,https://web.archive.org/web/20161203103415/http://excellernen.de:80/
www.airsoftclubnederland.nl,https://web.archive.org/web/20161217201439/http://www.airsoftclubnederland.nl/
www.srp.hr,https://web.archive.org/web/20161104145037/http://www.srp.hr/
www.vokabeln-lernen-wie-2037.de,https://web.archive.org/web/20161219085525/http://www.vokabeln-lernen-wie-2037.de/
www.chasse-aux-livres.fr,https://web.archive.org/web/20161206072432/http://www.chasse-aux-livres.fr/
www.auto-internet.gr,https://web.archive.org/web/20161121073845/http://www.auto-internet.gr:80/
www.a-sports.gr,https://web.archive.org/web/20161118231924/http://www.a-sports.gr:80/
www.hautarztokamoto.at,https://web.archive.org/web/20161109185514/http://www.hautarztokamoto.at/
www.opettajantekijanoikeus.fi,https://web.archive.org/web/20161022092405/http://www.opettajantekijanoikeus.fi/
www.fuhrmann-nutzfahrzeuge.de,https://web.archive.org/web/20161113061013/http://www.fuhrmann-nutzfahrzeuge.de:80/
www.ugecam-bfc.fr,https://web.archive.org/web/20161004151839/http://ugecam-bfc.fr/
www.teatergiljotin.se,https://web.archive.org/web/20161102052943/http://www.teatergiljotin.se/
www.encad-consulting.de,https://web.archive.org/web/20161025185220/http://www.encad-consulting.de/
www.web04.de,https://web.archive.org/web/20161229045841/http://www.web04.de/
www.dublinlimos.ie,https://web.archive.org/web/20161020234610/http://www.dublinlimos.ie/
www.hit.it,https://web.archive.org/web/20161218132931/http://www.hit.it:80/
www.ifacture.fr,https://web.archive.org/web/20161202121653/http://www.ifacture.fr/
www.patmostimes.gr,https://web.archive.org/web/20161222210405/http://www.patmostimes.gr/
www.deporvillage.it,https://web.archive.org/web/20161125084250/http://www.deporvillage.it:80/?
www.olivers.dk,https://web.archive.org/web/20161219060003/http://www.olivers.dk:80/
www.dasbesondereprojekt.at,https://web.archive.org/web/20161024033637/http://www.dasbesondereprojekt.at/
www.hipodromolondonpub.es,https://web.archive.org/web/20161202055901/http://www.hipodromolondonpub.es:80/
www.ecker-architekten.de,https://web.archive.org/web/20161202121436/http://www.ecker-architekten.de/
www.childit.gr,https://web.archive.org/web/20161125161811/http://www.childit.gr:80/
www.italelettronica.it,https://web.archive.org/web/20161127051253/http://www.italelettronica.it:80/
www.selbsthilfe-lungenkrebs.de,https://web.archive.org/web/20161022005600/http://www.selbsthilfe-lungenkrebs.de/
www.fdphamburg.de,https://web.archive.org/web/20161025180825/http://www.fdphamburg.de:80/
www.karls-shop.de,https://web.archive.org/web/20161210101006/http://www.karls-shop.de:80/
www.redirect301.de,https://web.archive.org/web/20161223130622/http://www.redirect301.de/
www.cancer-society.gr,https://web.archive.org/web/20161130125319/http://www.cancer-society.gr:80/
www.skavsjoholm.se,https://web.archive.org/web/20161203053634/http://www.skavsjoholm.se/
www.eurocentrumjablonec.cz,https://web.archive.org/web/20161107100714/http://www.eurocentrumjablonec.cz:80/
www.hachandball.fr,https://web.archive.org/web/20161002122032/http://hachandball.fr/
www.scherponline.nl,https://web.archive.org/web/20161101090556/http://www.scherponline.nl:80/
www.teatrdlawas.pl,https://web.archive.org/web/20161216085010/http://www.teatrdlawas.pl:80/
www.sa.camcom.it,https://web.archive.org/web/20161230060739/http://www.sa.camcom.it/
www.allagodating.se,https://web.archive.org/web/20161203135659/http://allagodating.se:80/
www.lotto24.de,https://web.archive.org/web/20161223060216/http://www.lotto24.de/
www.hartodesign.fr,https://web.archive.org/web/20161226112018/http://www.hartodesign.fr:80/
www.lafra.it,https://web.archive.org/web/20161114122553/http://www.lafra.it:80/
www.fdm.dk,https://web.archive.org/web/20161222054027/http://www.fdm.dk/
www.sterkonline.nl,https://web.archive.org/web/20161119152720/http://www.sterkonline.nl/
www.sardiniapoint.it,https://web.archive.org/web/20161117110302/http://www.sardiniapoint.it:80/
www.caop.nl,https://web.archive.org/web/20160528195205/http://www.caop.nl/
www.kieser-training.at,https://web.archive.org/web/20161216033246/http://www.kieser-training.at:80/
www.amfibietreks.de,https://web.archive.org/web/20161228203850/http://www.amfibietreks.de/
www.kpmgcumplimientolegal.es,https://web.archive.org/web/20161121183658/http://www.kpmgcumplimientolegal.es:80/
